620,99522
621,99533
622,99570
623,99558
624,99544
625,99546
626,99507
627,99472
628,99454
629,99415
630,99384
631,99384
632,99359
633,99340
634,99332
635,99295
636,99259
637,99253
638,99241
639,99234
640,99249
641,99241
642,99250
643,99290
644,99306
645,99335
646,99381
647,99394
648,99411
649,99452
650,99461
651,99484
652,99513
653,99510
654,99518
655,99549
656,99558
657,99554
658,99560
659,99534
660,99503
661,99488
662,99442
663,99411
664,99400
665,99372
666,99355
667,99356
668,99320
669,99291
670,99275
671,99241
672,99237
673,99250
674,99237
675,99237
676,99266
677,99278
678,99302
679,99351
680,99369
681,99390
682,99427
683,99440
684,99457
685,99500
686,99501
687,99506
688,99534
689,99537
690,99554
691,99570
692,99548
693,99530
694,99519
695,99476
696,99438
697,99427
698,99388
699,99368
700,99371
701,99344
702,99316
703,99307
704,99263
705,99237
706,99253
707,99238
708,99233
709,99253
710,99254
711,99274
712,99318
713,99339
714,99365
715,99406
716,99415
717,99436
718,99473
719,99488
720,99497
721,99522
722,99522
723,99533
724,99570
725,99558
726,99544
727,99546
728,99507
729,99472
730,99454
731,99415
732,99384
733,99384
734,99359
735,99340
736,99332
737,99295
738,99259
739,99253
740,99241
741,99234
742,99249
743,99241
744,99250
745,99290
746,99306
747,99335
748,99381
749,99394
750,99411
751,99452
752,99461
753,99484
754,99513
755,99510
756,99518
757,99549
758,99558
759,99554
760,99560
761,99534
762,99503
763,99488
764,99442
765,99411
766,99400
767,99372
768,99355
769,99356
770,99320
771,99291
772,99275
773,99241
774,99237
775,99250
776,99237
777,99237
778,99266
779,99278
780,99302
781,99351
782,99369
783,99390
784,99427
785,99440
786,99457
787,99500
788,99501
789,99506
790,99534
791,99537
792,99554
793,99570
794,99548
795,99530
796,99519
797,99476
798,99438
799,99427
800,99388
801,99368
802,99371
803,99344
804,99316
805,99307
806,99263
807,99237
808,99253
809,99238
810,99233
811,99253
812,99254
813,99274
814,99318
815,99339
816,99365
817,99406
818,99415
819,99436
820,99473
821,99488
822,99497
823,99522
824,99522
825,99533
826,99570
827,99558
828,99544
829,99546
830,99507
831,99472
832,99454
833,99415
834,99384
835,99384
836,99359
837,99340
838,99332
839,99295
840,99259
841,99253
842,99241
843,99234
844,99249
845,99241
846,99250
847,99290
848,99306
849,99335
850,99381
851,99394
852,99411
853,99452
854,99461
855,99484
856,99513
857,99510
858,99518
859,99549
860,99558
861,99554
862,99560
863,99534
864,99503
865,99488
866,99442
867,99411
868,99400
869,99372
870,99355
871,99356
872,99320
873,99291
874,99275
875,99241
876,99237
877,99250
878,99237
879,99237
880,99266
881,99278
882,99302
883,99351
884,99369
885,99390
886,99427
887,99440
888,99457
889,99500
890,99501
891,99506
892,99534
893,99537
894,99554
895,99570
896,99548
897,99530
898,99519
899,99476
900,99438
901,99427
902,99388
903,99368
904,99371
905,99344
906,99316
907,99307
908,99263
909,99237
910,99253
911,99238
912,99233
913,99253
914,99254
915,99274
916,99318
917,99339
918,99365
919,99406
920,99415
921,99436
922,99473
923,99488
924,99497
925,99522
926,99522
927,99533
928,99570
929,99558
930,99544
931,99546
932,99507
933,99472
934,99454
935,99415
936,99384
937,99384
938,99359
939,99340
940,99332
941,99295
942,99259
943,99253
944,99241
945,99234
946,99249
947,99241
948,99250
949,99290
950,99306
951,99335
952,99381
953,99394
954,99411
955,99452
956,99461
957,99484
958,99513
959,99510
960,99518
961,99549
962,99558
963,99554
964,99560
965,99534
966,99503
967,99488
968,99442
969,99411
970,99400
971,99372
972,99355
973,99356
974,99320
975,99291
976,99275
977,99241
978,99237
979,99250
980,99237
981,99237
982,99266
983,99278
984,99302
985,99351
986,99369
987,99390
988,99427
989,99440
990,99457
991,99500
992,99501
993,99506
994,99534
995,99537
996,99554
997,99570
998,99548
999,99530
